users,pair,weight
true_solidarity,cia-snow,4
true_solidarity,cia-fluoride,4
true_solidarity,cia-snowden,1
true_solidarity,cia-climate,4
true_solidarity,cia-globalwarming,2
true_solidarity,cia-weathermodification,4
true_solidarity,cia-clouds,1
true_solidarity,cia-energy,4
true_solidarity,cia-usa,1
true_solidarity,cia-conspiracy,1
true_solidarity,cia-manmadeclouds,3
true_solidarity,cia-green,1
true_solidarity,cia-truth,2
true_solidarity,cia-nsa,3
true_solidarity,cia-revolution,2
true_solidarity,cia-government,1
true_solidarity,cia-fracking,4
true_solidarity,cia-lookup,1
true_solidarity,cia-science,4
true_solidarity,cia-tech,4
true_solidarity,cia-srm,4
true_solidarity,cia-solar,1
true_solidarity,cia-contrails,4
true_solidarity,cia-usaf,1
true_solidarity,cia-illuminati,1
true_solidarity,cia-greatlakes,2
true_solidarity,cia-depopulation,1
true_solidarity,cia-fukushima,1
true_solidarity,anonymous-chemtrails,1
true_solidarity,anonymous-sun,1
true_solidarity,anonymous-sunset,1
true_solidarity,anonymous-geoengineering,1
true_solidarity,anonymous-climatechange,1
true_solidarity,anonymous-haarp,1
true_solidarity,anonymous-nexrad,1
true_solidarity,anonymous-uk,1
true_solidarity,anonymous-weathermanipulation,1
true_solidarity,anonymous-weather,1
true_solidarity,anonymous-nasa,1
true_solidarity,anonymous-nwo,1
true_solidarity,anonymous-obama,1
true_solidarity,anonymous-bilderberg,1
true_solidarity,anonymous-drought,1
true_solidarity,anonymous-poison,1
true_solidarity,anonymous-news,1
true_solidarity,anonymous-monsanto,1
true_solidarity,anonymous-gmo,1
true_solidarity,anonymous-infowars,1
true_solidarity,anonymous-snow,1
true_solidarity,anonymous-aspartame,1
true_solidarity,anonymous-fluoride,1
true_solidarity,anonymous-snowden,1
true_solidarity,anonymous-climate,1
true_solidarity,anonymous-globalwarming,1
true_solidarity,anonymous-weathermodification,1
true_solidarity,anonymous-clouds,1
true_solidarity,anonymous-energy,1
true_solidarity,anonymous-cia,1
true_solidarity,anonymous-usa,1
true_solidarity,anonymous-conspiracy,1
true_solidarity,anonymous-manmadeclouds,1
true_solidarity,anonymous-green,1
true_solidarity,anonymous-truth,1
true_solidarity,anonymous-nsa,1
true_solidarity,anonymous-revolution,1
true_solidarity,anonymous-government,1
true_solidarity,anonymous-fracking,1
true_solidarity,anonymous-lookup,1
true_solidarity,anonymous-science,1
true_solidarity,anonymous-tech,1
true_solidarity,anonymous-srm,1
true_solidarity,anonymous-solar,1
true_solidarity,anonymous-contrails,1
true_solidarity,anonymous-chemtrail,1
true_solidarity,anonymous-usaf,1
true_solidarity,anonymous-illuminati,1
true_solidarity,anonymous-greatlakes,1
true_solidarity,anonymous-depopulation,1
true_solidarity,anonymous-fukushima,1
true_solidarity,usa-weathermanipulation,1
true_solidarity,usa-weather,1
true_solidarity,usa-weathermodification,1
true_solidarity,usa-usaf,1
true_solidarity,conspiracy-sun,1
true_solidarity,conspiracy-sunset,1
true_solidarity,conspiracy-geoengineering,1
true_solidarity,conspiracy-haarp,1
true_solidarity,conspiracy-nexrad,1
true_solidarity,conspiracy-uk,1
true_solidarity,conspiracy-weathermanipulation,1
true_solidarity,conspiracy-weather,1
true_solidarity,conspiracy-nasa,1
true_solidarity,conspiracy-nwo,1
true_solidarity,conspiracy-obama,1
true_solidarity,conspiracy-drought,1
true_solidarity,conspiracy-poison,1
true_solidarity,conspiracy-news,1
true_solidarity,conspiracy-monsanto,1
true_solidarity,conspiracy-gmo,1
true_solidarity,conspiracy-infowars,1
true_solidarity,conspiracy-snow,1
true_solidarity,conspiracy-fluoride,1
true_solidarity,conspiracy-snowden,1
true_solidarity,conspiracy-globalwarming,1
true_solidarity,conspiracy-weathermodification,1
true_solidarity,conspiracy-energy,1
true_solidarity,conspiracy-usa,1
true_solidarity,conspiracy-manmadeclouds,1
true_solidarity,conspiracy-green,1
true_solidarity,conspiracy-truth,1
true_solidarity,conspiracy-nsa,1
true_solidarity,conspiracy-revolution,1
true_solidarity,conspiracy-government,1
true_solidarity,conspiracy-fracking,1
true_solidarity,conspiracy-lookup,1
true_solidarity,conspiracy-science,1
true_solidarity,conspiracy-tech,1
true_solidarity,conspiracy-srm,1
true_solidarity,conspiracy-solar,1
true_solidarity,conspiracy-contrails,1
true_solidarity,conspiracy-usaf,1
true_solidarity,conspiracy-illuminati,1
true_solidarity,conspiracy-greatlakes,1
true_solidarity,conspiracy-depopulation,1
true_solidarity,conspiracy-fukushima,1
true_solidarity,manmadeclouds-sun,2
true_solidarity,manmadeclouds-sunset,3
true_solidarity,manmadeclouds-nexrad,1
true_solidarity,manmadeclouds-uk,3
true_solidarity,manmadeclouds-weathermanipulation,1
true_solidarity,manmadeclouds-weather,3
true_solidarity,manmadeclouds-nasa,2
true_solidarity,manmadeclouds-nwo,3
true_solidarity,manmadeclouds-obama,2
true_solidarity,manmadeclouds-poison,1
true_solidarity,manmadeclouds-news,1
true_solidarity,manmadeclouds-monsanto,1
true_solidarity,manmadeclouds-snow,3
true_solidarity,manmadeclouds-snowden,1
true_solidarity,manmadeclouds-weathermodification,3
true_solidarity,manmadeclouds-usa,1
true_solidarity,manmadeclouds-truth,2
true_solidarity,manmadeclouds-nsa,3
true_solidarity,manmadeclouds-revolution,2
true_solidarity,manmadeclouds-science,3
true_solidarity,manmadeclouds-tech,3
true_solidarity,manmadeclouds-srm,3
true_solidarity,manmadeclouds-solar,1
true_solidarity,manmadeclouds-usaf,1
true_solidarity,green-sun,1
true_solidarity,green-sunset,1
true_solidarity,green-haarp,1
true_solidarity,green-nexrad,1
true_solidarity,green-uk,1
true_solidarity,green-weathermanipulation,1
true_solidarity,green-weather,1
true_solidarity,green-nasa,1
true_solidarity,green-nwo,1
true_solidarity,green-obama,1
true_solidarity,green-poison,1
true_solidarity,green-news,1
true_solidarity,green-monsanto,1
true_solidarity,green-infowars,1
true_solidarity,green-snow,1
true_solidarity,green-snowden,1
true_solidarity,green-weathermodification,1
true_solidarity,green-usa,1
true_solidarity,green-manmadeclouds,1
true_solidarity,green-truth,1
true_solidarity,green-nsa,1
true_solidarity,green-revolution,1
true_solidarity,green-lookup,1
true_solidarity,green-science,1
true_solidarity,green-tech,1
true_solidarity,green-srm,1
true_solidarity,green-solar,1
true_solidarity,green-usaf,1
true_solidarity,green-illuminati,1
true_solidarity,truth-uk,2
true_solidarity,truth-weathermanipulation,1
true_solidarity,truth-weather,2
true_solidarity,truth-weathermodification,2
true_solidarity,truth-usa,1
true_solidarity,truth-usaf,1
true_solidarity,nsa-sun,2
true_solidarity,nsa-sunset,3
true_solidarity,nsa-uk,3
true_solidarity,nsa-weathermanipulation,1
true_solidarity,nsa-weather,3
true_solidarity,nsa-nwo,3
true_solidarity,nsa-obama,2
true_solidarity,nsa-poison,1
true_solidarity,nsa-snow,3
true_solidarity,nsa-snowden,1
true_solidarity,nsa-weathermodification,3
true_solidarity,nsa-usa,1
true_solidarity,nsa-truth,2
true_solidarity,nsa-revolution,2
true_solidarity,nsa-science,3
true_solidarity,nsa-tech,3
true_solidarity,nsa-srm,3
true_solidarity,nsa-solar,1
true_solidarity,nsa-usaf,1
true_solidarity,revolution-sun,2
true_solidarity,revolution-sunset,2
true_solidarity,revolution-uk,2
true_solidarity,revolution-weathermanipulation,1
true_solidarity,revolution-weather,2
true_solidarity,revolution-snow,2
true_solidarity,revolution-snowden,1
true_solidarity,revolution-weathermodification,2
true_solidarity,revolution-usa,1
true_solidarity,revolution-truth,2
true_solidarity,revolution-science,2
true_solidarity,revolution-tech,2
true_solidarity,revolution-srm,2
true_solidarity,revolution-solar,1
true_solidarity,revolution-usaf,1
true_solidarity,government-sun,1
true_solidarity,government-sunset,1
true_solidarity,government-haarp,1
true_solidarity,government-nexrad,1
true_solidarity,government-uk,1
true_solidarity,government-weathermanipulation,1
true_solidarity,government-weather,1
true_solidarity,government-nasa,1
true_solidarity,government-nwo,1
true_solidarity,government-obama,1
true_solidarity,government-poison,1
true_solidarity,government-news,1
true_solidarity,government-monsanto,1
true_solidarity,government-infowars,1
true_solidarity,government-snow,1
true_solidarity,government-snowden,1
true_solidarity,government-weathermodification,1
true_solidarity,government-usa,1
true_solidarity,government-manmadeclouds,1
true_solidarity,government-green,1
true_solidarity,government-truth,1
true_solidarity,government-nsa,1
true_solidarity,government-revolution,1
true_solidarity,government-lookup,1
true_solidarity,government-science,1
true_solidarity,government-tech,1
true_solidarity,government-srm,1
true_solidarity,government-solar,1
true_solidarity,government-usaf,1
true_solidarity,government-illuminati,1
true_solidarity,government-greatlakes,1
true_solidarity,fracking-sun,2
true_solidarity,fracking-sunset,3
true_solidarity,fracking-geoengineering,4
true_solidarity,fracking-haarp,4
true_solidarity,fracking-nexrad,1
true_solidarity,fracking-uk,3
true_solidarity,fracking-weathermanipulation,1
true_solidarity,fracking-weather,4
true_solidarity,fracking-nasa,2
true_solidarity,fracking-nwo,4
true_solidarity,fracking-obama,2
true_solidarity,fracking-poison,1
true_solidarity,fracking-news,1
true_solidarity,fracking-monsanto,1
true_solidarity,fracking-gmo,3
true_solidarity,fracking-infowars,4
true_solidarity,fracking-snow,4
true_solidarity,fracking-snowden,1
true_solidarity,fracking-globalwarming,2
true_solidarity,fracking-weathermodification,4
true_solidarity,fracking-usa,1
true_solidarity,fracking-manmadeclouds,3
true_solidarity,fracking-green,1
true_solidarity,fracking-truth,2
true_solidarity,fracking-nsa,3
true_solidarity,fracking-revolution,2
true_solidarity,fracking-government,1
true_solidarity,fracking-lookup,1
true_solidarity,fracking-science,4
true_solidarity,fracking-tech,4
true_solidarity,fracking-srm,4
true_solidarity,fracking-solar,1
true_solidarity,fracking-usaf,1
true_solidarity,fracking-illuminati,1
true_solidarity,fracking-greatlakes,2
true_solidarity,fracking-fukushima,1
true_solidarity,lookup-sun,1
true_solidarity,lookup-sunset,1
true_solidarity,lookup-nexrad,1
true_solidarity,lookup-uk,1
true_solidarity,lookup-weathermanipulation,1
true_solidarity,lookup-weather,1
true_solidarity,lookup-nasa,1
true_solidarity,lookup-nwo,1
true_solidarity,lookup-obama,1
true_solidarity,lookup-poison,1
true_solidarity,lookup-news,1
true_solidarity,lookup-monsanto,1
true_solidarity,lookup-snow,1
true_solidarity,lookup-snowden,1
true_solidarity,lookup-weathermodification,1
true_solidarity,lookup-usa,1
true_solidarity,lookup-manmadeclouds,1
true_solidarity,lookup-truth,1
true_solidarity,lookup-nsa,1
true_solidarity,lookup-revolution,1
true_solidarity,lookup-science,1
true_solidarity,lookup-tech,1
true_solidarity,lookup-srm,1
true_solidarity,lookup-solar,1
true_solidarity,lookup-usaf,1
true_solidarity,science-sun,2
true_solidarity,science-sunset,3
true_solidarity,science-uk,3
true_solidarity,science-weathermanipulation,1
true_solidarity,science-weather,5
true_solidarity,science-snow,5
true_solidarity,science-snowden,1
true_solidarity,science-weathermodification,5
true_solidarity,science-usa,1
true_solidarity,science-truth,2
true_solidarity,science-tech,5
true_solidarity,science-srm,5
true_solidarity,science-solar,1
true_solidarity,science-usaf,1
true_solidarity,tech-uk,3
true_solidarity,tech-weathermanipulation,1
true_solidarity,tech-weather,5
true_solidarity,tech-weathermodification,5
true_solidarity,tech-usa,1
true_solidarity,tech-truth,2
true_solidarity,tech-usaf,1
true_solidarity,srm-sun,2
true_solidarity,srm-sunset,3
true_solidarity,srm-uk,3
true_solidarity,srm-weathermanipulation,1
true_solidarity,srm-weather,5
true_solidarity,srm-weathermodification,5
true_solidarity,srm-usa,1
true_solidarity,srm-truth,2
true_solidarity,srm-tech,5
true_solidarity,srm-usaf,1
true_solidarity,solar-sun,1
true_solidarity,solar-sunset,1
true_solidarity,solar-uk,1
true_solidarity,solar-weathermanipulation,1
true_solidarity,solar-weather,1
true_solidarity,solar-weathermodification,1
true_solidarity,solar-usa,1
true_solidarity,solar-truth,1
true_solidarity,solar-tech,1
true_solidarity,solar-srm,1
true_solidarity,solar-usaf,1
true_solidarity,contrails-sun,2
true_solidarity,contrails-sunset,3
true_solidarity,contrails-geoengineering,9
true_solidarity,contrails-haarp,9
true_solidarity,contrails-nexrad,1
true_solidarity,contrails-uk,3
true_solidarity,contrails-weathermanipulation,1
true_solidarity,contrails-weather,5
true_solidarity,contrails-nasa,2
true_solidarity,contrails-nwo,9
true_solidarity,contrails-obama,2
true_solidarity,contrails-drought,1
true_solidarity,contrails-poison,1
true_solidarity,contrails-news,1
true_solidarity,contrails-monsanto,1
true_solidarity,contrails-gmo,3
true_solidarity,contrails-infowars,4
true_solidarity,contrails-snow,6
true_solidarity,contrails-fluoride,5
true_solidarity,contrails-snowden,1
true_solidarity,contrails-globalwarming,2
true_solidarity,contrails-weathermodification,5
true_solidarity,contrails-energy,4
true_solidarity,contrails-usa,1
true_solidarity,contrails-manmadeclouds,3
true_solidarity,contrails-green,1
true_solidarity,contrails-truth,2
true_solidarity,contrails-nsa,3
true_solidarity,contrails-revolution,2
true_solidarity,contrails-government,1
true_solidarity,contrails-fracking,4
true_solidarity,contrails-lookup,1
true_solidarity,contrails-science,5
true_solidarity,contrails-tech,5
true_solidarity,contrails-srm,9
true_solidarity,contrails-solar,1
true_solidarity,contrails-usaf,1
true_solidarity,contrails-illuminati,1
true_solidarity,contrails-greatlakes,2
true_solidarity,contrails-depopulation,1
true_solidarity,contrails-fukushima,1
true_solidarity,chemtrail-chemtrails,2
true_solidarity,chemtrail-sun,2
true_solidarity,chemtrail-sunset,2
true_solidarity,chemtrail-geoengineering,2
true_solidarity,chemtrail-climatechange,2
true_solidarity,chemtrail-haarp,2
true_solidarity,chemtrail-nexrad,1
true_solidarity,chemtrail-uk,2
true_solidarity,chemtrail-weathermanipulation,1
true_solidarity,chemtrail-weather,2
true_solidarity,chemtrail-nasa,2
true_solidarity,chemtrail-nwo,2
true_solidarity,chemtrail-obama,2
true_solidarity,chemtrail-drought,1
true_solidarity,chemtrail-poison,1
true_solidarity,chemtrail-news,1
true_solidarity,chemtrail-monsanto,1
true_solidarity,chemtrail-gmo,2
true_solidarity,chemtrail-infowars,2
true_solidarity,chemtrail-snow,2
true_solidarity,chemtrail-fluoride,2
true_solidarity,chemtrail-snowden,1
true_solidarity,chemtrail-climate,2
true_solidarity,chemtrail-globalwarming,2
true_solidarity,chemtrail-weathermodification,2
true_solidarity,chemtrail-clouds,1
true_solidarity,chemtrail-energy,2
true_solidarity,chemtrail-cia,2
true_solidarity,chemtrail-usa,1
true_solidarity,chemtrail-conspiracy,1
true_solidarity,chemtrail-manmadeclouds,2
true_solidarity,chemtrail-green,1
true_solidarity,chemtrail-truth,2
true_solidarity,chemtrail-nsa,2
true_solidarity,chemtrail-revolution,2
true_solidarity,chemtrail-government,1
true_solidarity,chemtrail-fracking,2
true_solidarity,chemtrail-lookup,1
true_solidarity,chemtrail-science,2
true_solidarity,chemtrail-tech,2
true_solidarity,chemtrail-srm,2
true_solidarity,chemtrail-solar,1
true_solidarity,chemtrail-contrails,2
true_solidarity,chemtrail-usaf,1
true_solidarity,chemtrail-illuminati,1
true_solidarity,chemtrail-greatlakes,2
true_solidarity,chemtrail-depopulation,1
true_solidarity,chemtrail-fukushima,1
true_solidarity,usaf-weathermanipulation,1
true_solidarity,usaf-weather,1
true_solidarity,usaf-weathermodification,1
true_solidarity,illuminati-sun,1
true_solidarity,illuminati-sunset,1
true_solidarity,illuminati-nexrad,1
true_solidarity,illuminati-uk,1
true_solidarity,illuminati-weathermanipulation,1
true_solidarity,illuminati-weather,1
true_solidarity,illuminati-nasa,1
true_solidarity,illuminati-nwo,1
true_solidarity,illuminati-obama,1
true_solidarity,illuminati-poison,1
true_solidarity,illuminati-news,1
true_solidarity,illuminati-monsanto,1
true_solidarity,illuminati-infowars,1
true_solidarity,illuminati-snow,1
true_solidarity,illuminati-snowden,1
true_solidarity,illuminati-weathermodification,1
true_solidarity,illuminati-usa,1
true_solidarity,illuminati-manmadeclouds,1
true_solidarity,illuminati-truth,1
true_solidarity,illuminati-nsa,1
true_solidarity,illuminati-revolution,1
true_solidarity,illuminati-lookup,1
true_solidarity,illuminati-science,1
true_solidarity,illuminati-tech,1
true_solidarity,illuminati-srm,1
true_solidarity,illuminati-solar,1
true_solidarity,illuminati-usaf,1
true_solidarity,greatlakes-sun,2
true_solidarity,greatlakes-sunset,2
true_solidarity,greatlakes-haarp,2
true_solidarity,greatlakes-nexrad,1
true_solidarity,greatlakes-uk,2
true_solidarity,greatlakes-weathermanipulation,1
true_solidarity,greatlakes-weather,2
true_solidarity,greatlakes-nasa,2
true_solidarity,greatlakes-nwo,2
true_solidarity,greatlakes-obama,2
true_solidarity,greatlakes-poison,1
true_solidarity,greatlakes-news,1
true_solidarity,greatlakes-monsanto,1
true_solidarity,greatlakes-infowars,2
true_solidarity,greatlakes-snow,2
true_solidarity,greatlakes-snowden,1
true_solidarity,greatlakes-weathermodification,2
true_solidarity,greatlakes-usa,1
true_solidarity,greatlakes-manmadeclouds,2
true_solidarity,greatlakes-green,1
true_solidarity,greatlakes-truth,2
true_solidarity,greatlakes-nsa,2
true_solidarity,greatlakes-revolution,2
true_solidarity,greatlakes-lookup,1
true_solidarity,greatlakes-science,2
true_solidarity,greatlakes-tech,2
true_solidarity,greatlakes-srm,2
true_solidarity,greatlakes-solar,1
true_solidarity,greatlakes-usaf,1
true_solidarity,greatlakes-illuminati,1
true_solidarity,depopulation-sun,1
true_solidarity,depopulation-sunset,1
true_solidarity,depopulation-geoengineering,1
true_solidarity,depopulation-haarp,1
true_solidarity,depopulation-nexrad,1
true_solidarity,depopulation-uk,1
true_solidarity,depopulation-weathermanipulation,1
true_solidarity,depopulation-weather,1
true_solidarity,depopulation-nasa,1
true_solidarity,depopulation-nwo,1
true_solidarity,depopulation-obama,1
true_solidarity,depopulation-drought,1
true_solidarity,depopulation-poison,1
true_solidarity,depopulation-news,1
true_solidarity,depopulation-monsanto,1
true_solidarity,depopulation-gmo,1
true_solidarity,depopulation-infowars,1
true_solidarity,depopulation-snow,1
true_solidarity,depopulation-fluoride,1
true_solidarity,depopulation-snowden,1
true_solidarity,depopulation-globalwarming,1
true_solidarity,depopulation-weathermodification,1
true_solidarity,depopulation-energy,1
true_solidarity,depopulation-usa,1
true_solidarity,depopulation-manmadeclouds,1
true_solidarity,depopulation-green,1
true_solidarity,depopulation-truth,1
true_solidarity,depopulation-nsa,1
true_solidarity,depopulation-revolution,1
true_solidarity,depopulation-government,1
true_solidarity,depopulation-fracking,1
true_solidarity,depopulation-lookup,1
true_solidarity,depopulation-science,1
true_solidarity,depopulation-tech,1
true_solidarity,depopulation-srm,1
true_solidarity,depopulation-solar,1
true_solidarity,depopulation-usaf,1
true_solidarity,depopulation-illuminati,1
true_solidarity,depopulation-greatlakes,1
true_solidarity,depopulation-fukushima,1
true_solidarity,fukushima-sun,1
true_solidarity,fukushima-sunset,1
true_solidarity,fukushima-geoengineering,1
true_solidarity,fukushima-haarp,1
true_solidarity,fukushima-nexrad,1
true_solidarity,fukushima-uk,1
true_solidarity,fukushima-weathermanipulation,1
true_solidarity,fukushima-weather,1
true_solidarity,fukushima-nasa,1
true_solidarity,fukushima-nwo,1
true_solidarity,fukushima-obama,1
true_solidarity,fukushima-poison,1
true_solidarity,fukushima-news,1
true_solidarity,fukushima-monsanto,1
true_solidarity,fukushima-gmo,1
true_solidarity,fukushima-infowars,1
true_solidarity,fukushima-snow,1
true_solidarity,fukushima-snowden,1
true_solidarity,fukushima-globalwarming,1
true_solidarity,fukushima-weathermodification,1
true_solidarity,fukushima-usa,1
true_solidarity,fukushima-manmadeclouds,1
true_solidarity,fukushima-green,1
true_solidarity,fukushima-truth,1
true_solidarity,fukushima-nsa,1
true_solidarity,fukushima-revolution,1
true_solidarity,fukushima-government,1
true_solidarity,fukushima-lookup,1
true_solidarity,fukushima-science,1
true_solidarity,fukushima-tech,1
true_solidarity,fukushima-srm,1
true_solidarity,fukushima-solar,1
true_solidarity,fukushima-usaf,1
true_solidarity,fukushima-illuminati,1
true_solidarity,fukushima-greatlakes,1
